edge index,traverse frequency,avg traverse time(s),geometry,points sequence
3097,23,15.0,"LINESTRING (-8.6099411 41.1539912, -8.6097537 41.1541715)","[[-8.6099411, 41.1539912], [-8.6097537, 41.1541715]]"
10673,28,20.454545454545453,"LINESTRING (-8.6097537 41.1541715, -8.6096602 41.1542634, -8.609563 41.1543664, -8.6094708 41.1544571, -8.6093656 41.1545873, -8.6093283 41.1546591, -8.6093015 41.1547198, -8.6092779 41.1547883, -8.6092565 41.1551759)","[[-8.6097537, 41.1541715], [-8.6096602, 41.1542634], [-8.609563, 41.1543664], [-8.6094708, 41.1544571], [-8.6093656, 41.1545873], [-8.6093283, 41.1546591], [-8.6093015, 41.1547198], [-8.6092779, 41.1547883], [-8.6092565, 41.1551759]]"
7051,24,15.0,"LINESTRING (-8.6092565 41.1551759, -8.6092492 41.1554943, -8.6092628 41.155809)","[[-8.6092565, 41.1551759], [-8.6092492, 41.1554943], [-8.6092628, 41.155809]]"
4511,22,15.0,"LINESTRING (-8.6092628 41.155809, -8.609259 41.1568007)","[[-8.6092628, 41.155809], [-8.609259, 41.1568007]]"
1042,22,15.0,"LINESTRING (-8.609259 41.1568007, -8.6092434 41.1571423, -8.6092249 41.1572519, -8.6091917 41.1573388)","[[-8.609259, 41.1568007], [-8.6092434, 41.1571423], [-8.6092249, 41.1572519], [-8.6091917, 41.1573388]]"
875,30,15.0,"LINESTRING (-8.6091917 41.1573388, -8.6083976 41.1589843)","[[-8.6091917, 41.1573388], [-8.6083976, 41.1589843]]"
886,30,15.652173913043478,"LINESTRING (-8.6083976 41.1589843, -8.6079034 41.1601137)","[[-8.6083976, 41.1589843], [-8.6079034, 41.1601137]]"
871,5,15.0,"LINESTRING (-8.6079034 41.1601137, -8.6086663 41.1602408)","[[-8.6079034, 41.1601137], [-8.6086663, 41.1602408]]"
878,8,86.25,"LINESTRING (-8.6086663 41.1602408, -8.6097829 41.1604081, -8.6099739 41.160437)","[[-8.6086663, 41.1602408], [-8.6097829, 41.1604081], [-8.6099739, 41.160437]]"
8460,10,50.625,"LINESTRING (-8.6122068 41.1460915, -8.6121861 41.1471763)","[[-8.6122068, 41.1460915], [-8.6121861, 41.1471763]]"
34,9,15.0,"LINESTRING (-8.6121861 41.1471763, -8.6122153 41.1471899, -8.6133682 41.1475478)","[[-8.6121861, 41.1471763], [-8.6122153, 41.1471899], [-8.6133682, 41.1475478]]"
35,53,17.083333333333332,"LINESTRING (-8.6133682 41.1475478, -8.6131662 41.1479536, -8.6131551 41.1480043, -8.6131406 41.1481507, -8.613128 41.1482774)","[[-8.6133682, 41.1475478], [-8.6131662, 41.1479536], [-8.6131551, 41.1480043], [-8.6131406, 41.1481507], [-8.613128, 41.1482774]]"
5645,46,15.0,"LINESTRING (-8.613128 41.1482774, -8.6129898 41.1482679)","[[-8.613128, 41.1482774], [-8.6129898, 41.1482679]]"
5641,45,15.0,"LINESTRING (-8.6129898 41.1482679, -8.6123577 41.1481119)","[[-8.6129898, 41.1482679], [-8.6123577, 41.1481119]]"
7813,38,15.0,"LINESTRING (-8.6123577 41.1481119, -8.6123136 41.1481146, -8.6122986 41.1481182, -8.6122683 41.1481249, -8.6122368 41.1481421, -8.6122116 41.1481613, -8.612152 41.1482173)","[[-8.6123577, 41.1481119], [-8.6123136, 41.1481146], [-8.6122986, 41.1481182], [-8.6122683, 41.1481249], [-8.6122368, 41.1481421], [-8.6122116, 41.1481613], [-8.612152, 41.1482173]]"
7810,41,15.0,"LINESTRING (-8.612152 41.1482173, -8.6121386 41.1488008)","[[-8.612152, 41.1482173], [-8.6121386, 41.1488008]]"
32,45,18.91304347826087,"LINESTRING (-8.6121386 41.1488008, -8.6113857 41.1493065, -8.6112234 41.1494158)","[[-8.6121386, 41.1488008], [-8.6113857, 41.1493065], [-8.6112234, 41.1494158]]"
6745,79,17.1875,"LINESTRING (-8.6112234 41.1494158, -8.6112172 41.1493535, -8.6112107 41.1492871)","[[-8.6112234, 41.1494158], [-8.6112172, 41.1493535], [-8.6112107, 41.1492871]]"
1055,75,27.333333333333332,"LINESTRING (-8.6112107 41.1492871, -8.6111985 41.1490981, -8.6112052 41.1489563, -8.6112095 41.1488533, -8.6112286 41.1483943, -8.6112431 41.148237, -8.6112667 41.1480138, -8.6112824 41.14791, -8.6112856 41.147888)","[[-8.6112107, 41.1492871], [-8.6111985, 41.1490981], [-8.6112052, 41.1489563], [-8.6112095, 41.1488533], [-8.6112286, 41.1483943], [-8.6112431, 41.148237], [-8.6112667, 41.1480138], [-8.6112824, 41.14791], [-8.6112856, 41.147888]]"
29,56,16.111111111111114,"LINESTRING (-8.6112856 41.147888, -8.6113133 41.1477585, -8.6112892 41.1477179, -8.6112716 41.1477025, -8.6112526 41.1476857, -8.6112128 41.1476594, -8.6111771 41.1476496, -8.6111365 41.1476449, -8.6110318 41.1476321, -8.6109827 41.1476261)","[[-8.6112856, 41.147888], [-8.6113133, 41.1477585], [-8.6112892, 41.1477179], [-8.6112716, 41.1477025], [-8.6112526, 41.1476857], [-8.6112128, 41.1476594], [-8.6111771, 41.1476496], [-8.6111365, 41.1476449], [-8.6110318, 41.1476321], [-8.6109827, 41.1476261]]"
11059,7,15.0,"LINESTRING (-8.6109827 41.1476261, -8.6109568 41.1477412, -8.6109422 41.1478426)","[[-8.6109827, 41.1476261], [-8.6109568, 41.1477412], [-8.6109422, 41.1478426]]"
4513,2,15.0,"LINESTRING (-8.6092628 41.155809, -8.6090945 41.1557932, -8.6090246 41.1557783, -8.6089641 41.1557572, -8.608839 41.155708)","[[-8.6092628, 41.155809], [-8.6090945, 41.1557932], [-8.6090246, 41.1557783], [-8.6089641, 41.1557572], [-8.608839, 41.155708]]"
729,52,30.0,"LINESTRING (-8.617693 41.1463677, -8.6173499 41.1449765, -8.6173405 41.1449455)","[[-8.617693, 41.1463677], [-8.6173499, 41.1449765], [-8.6173405, 41.1449455]]"
766,47,15.454545454545453,"LINESTRING (-8.6173405 41.1449455, -8.6172955 41.1449045, -8.6172408 41.1448594, -8.6171758 41.1448255, -8.6170851 41.1448075, -8.616978 41.1448129, -8.6169171 41.1448273)","[[-8.6173405, 41.1449455], [-8.6172955, 41.1449045], [-8.6172408, 41.1448594], [-8.6171758, 41.1448255], [-8.6170851, 41.1448075], [-8.616978, 41.1448129], [-8.6169171, 41.1448273]]"
1678,46,15.454545454545453,"LINESTRING (-8.6169171 41.1448273, -8.616863 41.1448501)","[[-8.6169171, 41.1448273], [-8.616863, 41.1448501]]"
7749,48,15.882352941176471,"LINESTRING (-8.616863 41.1448501, -8.6166413 41.1449577, -8.615728 41.1453988, -8.6156925 41.1454154, -8.6156505 41.1454356, -8.6155816 41.1454688)","[[-8.616863, 41.1448501], [-8.6166413, 41.1449577], [-8.615728, 41.1453988], [-8.6156925, 41.1454154], [-8.6156505, 41.1454356], [-8.6155816, 41.1454688]]"
764,47,15.441176470588234,"LINESTRING (-8.6155816 41.1454688, -8.6155032 41.1455034)","[[-8.6155816, 41.1454688], [-8.6155032, 41.1455034]]"
7751,32,15.0,"LINESTRING (-8.6155032 41.1455034, -8.6153288 41.1455781, -8.6151374 41.1456558, -8.6147652 41.145788, -8.6144969 41.1458731, -8.6144557 41.1458843, -8.6141722 41.1459615)","[[-8.6155032, 41.1455034], [-8.6153288, 41.1455781], [-8.6151374, 41.1456558], [-8.6147652, 41.145788], [-8.6144969, 41.1458731], [-8.6144557, 41.1458843], [-8.6141722, 41.1459615]]"
7432,29,15.0,"LINESTRING (-8.6141722 41.1459615, -8.6139735 41.1460059, -8.6138727 41.1460291, -8.6138297 41.1460314, -8.6137731 41.1460183, -8.6136273 41.1459444)","[[-8.6141722, 41.1459615], [-8.6139735, 41.1460059], [-8.6138727, 41.1460291], [-8.6138297, 41.1460314], [-8.6137731, 41.1460183], [-8.6136273, 41.1459444]]"
6746,28,15.0,"LINESTRING (-8.6136273 41.1459444, -8.6135435 41.145891)","[[-8.6136273, 41.1459444], [-8.6135435, 41.145891]]"
731,33,15.0,"LINESTRING (-8.6135435 41.145891, -8.6136273 41.1459444)","[[-8.6135435, 41.145891], [-8.6136273, 41.1459444]]"
6748,34,15.0,"LINESTRING (-8.6136273 41.1459444, -8.6136028 41.1459706, -8.6135871 41.1459874, -8.6135643 41.1460118, -8.6135552 41.1460215, -8.6135731 41.1469635, -8.6133682 41.1475478)","[[-8.6136273, 41.1459444], [-8.6136028, 41.1459706], [-8.6135871, 41.1459874], [-8.6135643, 41.1460118], [-8.6135552, 41.1460215], [-8.6135731, 41.1469635], [-8.6133682, 41.1475478]]"
11058,48,16.153846153846153,"LINESTRING (-8.6109827 41.1476261, -8.6111089 41.1469969)","[[-8.6109827, 41.1476261], [-8.6111089, 41.1469969]]"
7809,50,16.153846153846153,"LINESTRING (-8.6111089 41.1469969, -8.6111403 41.1468445, -8.6111721 41.1467061, -8.6112255 41.1464575, -8.6112671 41.1462711, -8.6112793 41.1462163, -8.6113163 41.1460555)","[[-8.6111089, 41.1469969], [-8.6111403, 41.1468445], [-8.6111721, 41.1467061], [-8.6112255, 41.1464575], [-8.6112671, 41.1462711], [-8.6112793, 41.1462163], [-8.6113163, 41.1460555]]"
7808,2,15.0,"LINESTRING (-8.6113163 41.1460555, -8.6112793 41.1462163, -8.6112671 41.1462711, -8.6112255 41.1464575, -8.6111721 41.1467061, -8.6111403 41.1468445, -8.6111089 41.1469969)","[[-8.6113163, 41.1460555], [-8.6112793, 41.1462163], [-8.6112671, 41.1462711], [-8.6112255, 41.1464575], [-8.6111721, 41.1467061], [-8.6111403, 41.1468445], [-8.6111089, 41.1469969]]"
7807,46,15.0,"LINESTRING (-8.6113163 41.1460555, -8.6110343 41.1460606, -8.6109694 41.1460621)","[[-8.6113163, 41.1460555], [-8.6110343, 41.1460606], [-8.6109694, 41.1460621]]"
7682,17,15.0,"LINESTRING (-8.6109694 41.1460621, -8.6109077 41.1460927, -8.610782 41.1460953, -8.6106193 41.1460994, -8.6104788 41.1461432)","[[-8.6109694, 41.1460621], [-8.6109077, 41.1460927], [-8.610782, 41.1460953], [-8.6106193, 41.1460994], [-8.6104788, 41.1461432]]"
7686,52,15.0,"LINESTRING (-8.6104788 41.1461432, -8.6103531 41.1462224)","[[-8.6104788, 41.1461432], [-8.6103531, 41.1462224]]"
873,18,15.0,"LINESTRING (-8.6079034 41.1601137, -8.6078525 41.160168, -8.6078204 41.1602203, -8.6075198 41.160862, -8.6068394 41.1624301, -8.6065132 41.1634965)","[[-8.6079034, 41.1601137], [-8.6078525, 41.160168], [-8.6078204, 41.1602203], [-8.6075198, 41.160862], [-8.6068394, 41.1624301], [-8.6065132, 41.1634965]]"
8701,25,16.5,"LINESTRING (-8.6065132 41.1634965, -8.6062704 41.1642493, -8.6062487 41.164361)","[[-8.6065132, 41.1634965], [-8.6062704, 41.1642493], [-8.6062487, 41.164361]]"
2362,26,15.714285714285715,"LINESTRING (-8.6062487 41.164361, -8.6062598 41.1644659, -8.6063496 41.165314, -8.6063584 41.1654078)","[[-8.6062487, 41.164361], [-8.6062598, 41.1644659], [-8.6063496, 41.165314], [-8.6063584, 41.1654078]]"
1854,23,15.789473684210526,"LINESTRING (-8.6063584 41.1654078, -8.6064353 41.1662568)","[[-8.6063584, 41.1654078], [-8.6064353, 41.1662568]]"
906,4,15.0,"LINESTRING (-8.6064353 41.1662568, -8.6064603 41.166271, -8.6064746 41.1662913, -8.6064837 41.1663302, -8.6064875 41.1663631, -8.6065034 41.1664192, -8.6065288 41.1664411, -8.6065514 41.16645)","[[-8.6064353, 41.1662568], [-8.6064603, 41.166271], [-8.6064746, 41.1662913], [-8.6064837, 41.1663302], [-8.6064875, 41.1663631], [-8.6065034, 41.1664192], [-8.6065288, 41.1664411], [-8.6065514, 41.16645]]"
5248,4,15.0,"LINESTRING (-8.6065514 41.16645, -8.6066826 41.1664615, -8.6070247 41.1664897)","[[-8.6065514, 41.16645], [-8.6066826, 41.1664615], [-8.6070247, 41.1664897]]"
9649,2,15.0,"LINESTRING (-8.6070247 41.1664897, -8.6072567 41.1665293, -8.6074887 41.1665476, -8.6075734 41.1665537, -8.6076166 41.1665568, -8.6077198 41.1665447)","[[-8.6070247, 41.1664897], [-8.6072567, 41.1665293], [-8.6074887, 41.1665476], [-8.6075734, 41.1665537], [-8.6076166, 41.1665568], [-8.6077198, 41.1665447]]"
2384,2,15.0,"LINESTRING (-8.6077198 41.1665447, -8.6081864 41.1665749, -8.6088501 41.166622)","[[-8.6077198, 41.1665447], [-8.6081864, 41.1665749], [-8.6088501, 41.166622]]"
2896,2,15.0,"LINESTRING (-8.6088501 41.166622, -8.6089652 41.166717, -8.6091823 41.166913, -8.6092693 41.1669736)","[[-8.6088501, 41.166622], [-8.6089652, 41.166717], [-8.6091823, 41.166913], [-8.6092693, 41.1669736]]"
2900,4,15.0,"LINESTRING (-8.6092693 41.1669736, -8.6092365 41.1668515, -8.6092046 41.1667344, -8.6092151 41.1666644)","[[-8.6092693, 41.1669736], [-8.6092365, 41.1668515], [-8.6092046, 41.1667344], [-8.6092151, 41.1666644]]"
1605,13,16.666666666666668,"LINESTRING (-8.6492137 41.1543467, -8.6492759 41.1542842, -8.6493644 41.1542436, -8.6494243 41.1542293, -8.6494929 41.1542194, -8.6496389 41.1542172, -8.6497277 41.1542127, -8.6498529 41.1541883)","[[-8.6492137, 41.1543467], [-8.6492759, 41.1542842], [-8.6493644, 41.1542436], [-8.6494243, 41.1542293], [-8.6494929, 41.1542194], [-8.6496389, 41.1542172], [-8.6497277, 41.1542127], [-8.6498529, 41.1541883]]"
698,30,15.0,"LINESTRING (-8.6498529 41.1541883, -8.6499598 41.1541698)","[[-8.6498529, 41.1541883], [-8.6499598, 41.1541698]]"
11033,29,15.0,"LINESTRING (-8.6499598 41.1541698, -8.650074 41.1541261, -8.6502034 41.1540473)","[[-8.6499598, 41.1541698], [-8.650074, 41.1541261], [-8.6502034, 41.1540473]]"
699,37,16.111111111111114,"LINESTRING (-8.6502034 41.1540473, -8.6502796 41.1539777, -8.650349 41.1538878)","[[-8.6502034, 41.1540473], [-8.6502796, 41.1539777], [-8.650349, 41.1538878]]"
2492,15,17.307692307692307,"LINESTRING (-8.650349 41.1538878, -8.6503445 41.1538051, -8.6502971 41.1537015)","[[-8.650349, 41.1538878], [-8.6503445, 41.1538051], [-8.6502971, 41.1537015]]"
680,22,24.0,"LINESTRING (-8.6502971 41.1537015, -8.6501371 41.1537905, -8.6497435 41.15394, -8.6494281 41.1540316, -8.6491935 41.1540822, -8.6489093 41.1541349, -8.6485461 41.154169, -8.6483431 41.1541659)","[[-8.6502971, 41.1537015], [-8.6501371, 41.1537905], [-8.6497435, 41.15394], [-8.6494281, 41.1540316], [-8.6491935, 41.1540822], [-8.6489093, 41.1541349], [-8.6485461, 41.154169], [-8.6483431, 41.1541659]]"
7615,18,17.0,"LINESTRING (-8.6483431 41.1541659, -8.6481634 41.1541517, -8.6474931 41.1541857, -8.6468434 41.1541965, -8.6466009 41.1542132, -8.6463602 41.1542431, -8.6461046 41.1542923, -8.646026 41.1543254)","[[-8.6483431, 41.1541659], [-8.6481634, 41.1541517], [-8.6474931, 41.1541857], [-8.6468434, 41.1541965], [-8.6466009, 41.1542132], [-8.6463602, 41.1542431], [-8.6461046, 41.1542923], [-8.646026, 41.1543254]]"
3493,20,16.875,"LINESTRING (-8.646026 41.1543254, -8.6454889 41.1543736, -8.6441986 41.1544872, -8.6439428 41.1545061, -8.6438876 41.1545048, -8.6438478 41.1544954)","[[-8.646026, 41.1543254], [-8.6454889, 41.1543736], [-8.6441986, 41.1544872], [-8.6439428, 41.1545061], [-8.6438876, 41.1545048], [-8.6438478, 41.1544954]]"
702,19,15.0,"LINESTRING (-8.6438478 41.1544954, -8.6426014 41.1541232, -8.6424267 41.154071)","[[-8.6438478, 41.1544954], [-8.6426014, 41.1541232], [-8.6424267, 41.154071]]"
1486,30,16.25,"LINESTRING (-8.6424267 41.154071, -8.6423882 41.1540607, -8.6422632 41.1540236, -8.641801 41.1538865)","[[-8.6424267, 41.154071], [-8.6423882, 41.1540607], [-8.6422632, 41.1540236], [-8.641801, 41.1538865]]"
3447,28,15.625000000000002,"LINESTRING (-8.641801 41.1538865, -8.640814 41.1536068, -8.640383 41.1535, -8.6402681 41.1534715)","[[-8.641801, 41.1538865], [-8.640814, 41.1536068], [-8.640383, 41.1535], [-8.6402681, 41.1534715]]"
1481,28,15.0,"LINESTRING (-8.6402681 41.1534715, -8.6401584 41.1534455, -8.6387697 41.153116)","[[-8.6402681, 41.1534715], [-8.6401584, 41.1534455], [-8.6387697, 41.153116]]"
1479,25,16.42857142857143,"LINESTRING (-8.6387697 41.153116, -8.6385893 41.1530728, -8.6381943 41.1529858, -8.6375345 41.1528317)","[[-8.6387697, 41.153116], [-8.6385893, 41.1530728], [-8.6381943, 41.1529858], [-8.6375345, 41.1528317]]"
3450,24,17.142857142857142,"LINESTRING (-8.6375345 41.1528317, -8.63737 41.1527919, -8.6368042 41.1526548, -8.6366768 41.1526253, -8.6363837 41.1525575, -8.6362346 41.1525246, -8.6359434 41.1524604, -8.6355022 41.152436, -8.6350422 41.1524106, -8.6348243 41.1524083, -8.6347003 41.1524249, -8.6345977 41.1524387, -8.6344234 41.1524621)","[[-8.6375345, 41.1528317], [-8.63737, 41.1527919], [-8.6368042, 41.1526548], [-8.6366768, 41.1526253], [-8.6363837, 41.1525575], [-8.6362346, 41.1525246], [-8.6359434, 41.1524604], [-8.6355022, 41.152436], [-8.6350422, 41.1524106], [-8.6348243, 41.1524083], [-8.6347003, 41.1524249], [-8.6345977, 41.1524387], [-8.6344234, 41.1524621]]"
3454,23,19.28571428571429,"LINESTRING (-8.6344234 41.1524621, -8.6343718 41.1524692, -8.6341695 41.1524971, -8.6339491 41.1525251, -8.6335704 41.1525732, -8.6335202 41.1525796, -8.633479 41.1525859)","[[-8.6344234, 41.1524621], [-8.6343718, 41.1524692], [-8.6341695, 41.1524971], [-8.6339491, 41.1525251], [-8.6335704, 41.1525732], [-8.6335202, 41.1525796], [-8.633479, 41.1525859]]"
10443,22,16.42857142857143,"LINESTRING (-8.633479 41.1525859, -8.6331975 41.1526205, -8.6328921 41.1526593)","[[-8.633479, 41.1525859], [-8.6331975, 41.1526205], [-8.6328921, 41.1526593]]"
1728,24,17.727272727272727,"LINESTRING (-8.6328921 41.1526593, -8.6328406 41.1526548, -8.632729 41.1526449, -8.6326589 41.1526435, -8.6325114 41.1526405, -8.6324411 41.1526395)","[[-8.6328921, 41.1526593], [-8.6328406, 41.1526548], [-8.632729, 41.1526449], [-8.6326589, 41.1526435], [-8.6325114, 41.1526405], [-8.6324411, 41.1526395]]"
8468,21,15.0,"LINESTRING (-8.6324411 41.1526395, -8.6323878 41.1526386, -8.6322603 41.1526376)","[[-8.6324411, 41.1526395], [-8.6323878, 41.1526386], [-8.6322603, 41.1526376]]"
5677,25,15.0,"LINESTRING (-8.6322603 41.1526376, -8.6315066 41.1525803, -8.6313575 41.1526165)","[[-8.6322603, 41.1526376], [-8.6315066, 41.1525803], [-8.6313575, 41.1526165]]"
7012,25,15.625000000000002,"LINESTRING (-8.6313575 41.1526165, -8.6309917 41.1526006, -8.6308068 41.1525922, -8.6306176 41.1525836)","[[-8.6313575, 41.1526165], [-8.6309917, 41.1526006], [-8.6308068, 41.1525922], [-8.6306176, 41.1525836]]"
712,27,17.4,"LINESTRING (-8.6306176 41.1525836, -8.6304904 41.1525757, -8.6301016 41.152554, -8.6296472 41.1525286, -8.6289655 41.1524906, -8.628743 41.1524782)","[[-8.6306176, 41.1525836], [-8.6304904, 41.1525757], [-8.6301016, 41.152554], [-8.6296472, 41.1525286], [-8.6289655, 41.1524906], [-8.628743, 41.1524782]]"
708,27,15.600000000000001,"LINESTRING (-8.628743 41.1524782, -8.6285821 41.152469, -8.6282056 41.1524482, -8.6273368 41.1524001, -8.6271726 41.1523893)","[[-8.628743, 41.1524782], [-8.6285821, 41.152469], [-8.6282056, 41.1524482], [-8.6273368, 41.1524001], [-8.6271726, 41.1523893]]"
703,13,23.75,"LINESTRING (-8.6271726 41.1523893, -8.627035 41.1524076, -8.626685 41.1525091, -8.6264362 41.1525794, -8.626292 41.1526208, -8.6262541 41.1526317, -8.626206 41.1526457)","[[-8.6271726, 41.1523893], [-8.627035, 41.1524076], [-8.626685, 41.1525091], [-8.6264362, 41.1525794], [-8.626292, 41.1526208], [-8.6262541, 41.1526317], [-8.626206, 41.1526457]]"
5115,21,15.75,"LINESTRING (-8.626206 41.1526457, -8.6261331 41.152384, -8.6261136 41.1523141)","[[-8.626206, 41.1526457], [-8.6261331, 41.152384], [-8.6261136, 41.1523141]]"
715,24,34.09090909090909,"LINESTRING (-8.6261136 41.1523141, -8.6260638 41.1521804, -8.6259086 41.1517102, -8.6258238 41.1514534, -8.6258116 41.1513869, -8.6258194 41.1513064, -8.6259533 41.1508542)","[[-8.6261136, 41.1523141], [-8.6260638, 41.1521804], [-8.6259086, 41.1517102], [-8.6258238, 41.1514534], [-8.6258116, 41.1513869], [-8.6258194, 41.1513064], [-8.6259533, 41.1508542]]"
724,24,25.90909090909091,"LINESTRING (-8.6259533 41.1508542, -8.6259526 41.150815, -8.6259494 41.1507966, -8.6259458 41.1507759, -8.6259137 41.1506581, -8.6257937 41.1501385, -8.6257871 41.1501093, -8.6256472 41.1494926, -8.6255983 41.149277, -8.6255041 41.1488616, -8.6254981 41.1488361)","[[-8.6259533, 41.1508542], [-8.6259526, 41.150815], [-8.6259494, 41.1507966], [-8.6259458, 41.1507759], [-8.6259137, 41.1506581], [-8.6257937, 41.1501385], [-8.6257871, 41.1501093], [-8.6256472, 41.1494926], [-8.6255983, 41.149277], [-8.6255041, 41.1488616], [-8.6254981, 41.1488361]]"
2378,24,16.363636363636363,"LINESTRING (-8.6254981 41.1488361, -8.6255047 41.1487495, -8.6254837 41.1486748, -8.6254153 41.1486163)","[[-8.6254981, 41.1488361], [-8.6255047, 41.1487495], [-8.6254837, 41.1486748], [-8.6254153, 41.1486163]]"
8467,24,15.0,"LINESTRING (-8.6254153 41.1486163, -8.6253497 41.1485601, -8.6252708 41.1485149, -8.6251777 41.1484764, -8.624759 41.1483672, -8.6246181 41.1483295, -8.6244105 41.1482953)","[[-8.6254153, 41.1486163], [-8.6253497, 41.1485601], [-8.6252708, 41.1485149], [-8.6251777, 41.1484764], [-8.624759, 41.1483672], [-8.6246181, 41.1483295], [-8.6244105, 41.1482953]]"
6993,24,15.0,"LINESTRING (-8.6244105 41.1482953, -8.6243847 41.1482846, -8.6241792 41.1481991)","[[-8.6244105, 41.1482953], [-8.6243847, 41.1482846], [-8.6241792, 41.1481991]]"
722,23,15.0,"LINESTRING (-8.6241792 41.1481991, -8.6240692 41.1481681, -8.6237039 41.1480652, -8.6228165 41.1478141, -8.6226637 41.1477709)","[[-8.6241792, 41.1481991], [-8.6240692, 41.1481681], [-8.6237039, 41.1480652], [-8.6228165, 41.1478141], [-8.6226637, 41.1477709]]"
63,29,17.727272727272727,"LINESTRING (-8.6226637 41.1477709, -8.6224903 41.1477282, -8.6221503 41.1476444, -8.6218696 41.1475823)","[[-8.6226637, 41.1477709], [-8.6224903, 41.1477282], [-8.6221503, 41.1476444], [-8.6218696, 41.1475823]]"
7258,25,22.058823529411768,"LINESTRING (-8.6218696 41.1475823, -8.6214065 41.1474913, -8.6206422 41.1473629)","[[-8.6218696, 41.1475823], [-8.6214065, 41.1474913], [-8.6206422, 41.1473629]]"
6758,24,17.142857142857142,"LINESTRING (-8.6206422 41.1473629, -8.620514 41.1473125, -8.6204564 41.1472747, -8.6204201 41.1472196)","[[-8.6206422, 41.1473629], [-8.620514, 41.1473125], [-8.6204564, 41.1472747], [-8.6204201, 41.1472196]]"
7818,49,26.379310344827587,"LINESTRING (-8.6204201 41.1472196, -8.6204078 41.1471652, -8.6203751 41.1469228, -8.6203644 41.1468746, -8.6202278 41.1462861, -8.6202184 41.1462527, -8.6201805 41.1460903, -8.6201725 41.1460595, -8.620166 41.1460322)","[[-8.6204201, 41.1472196], [-8.6204078, 41.1471652], [-8.6203751, 41.1469228], [-8.6203644, 41.1468746], [-8.6202278, 41.1462861], [-8.6202184, 41.1462527], [-8.6201805, 41.1460903], [-8.6201725, 41.1460595], [-8.620166, 41.1460322]]"
727,43,21.599999999999998,"LINESTRING (-8.620166 41.1460322, -8.6199018 41.1460743, -8.6198677 41.1460795, -8.6196388 41.1461097, -8.6195521 41.1461212, -8.6191938 41.1461685, -8.6178189 41.1463534, -8.617693 41.1463677)","[[-8.620166, 41.1460322], [-8.6199018, 41.1460743], [-8.6198677, 41.1460795], [-8.6196388, 41.1461097], [-8.6195521, 41.1461212], [-8.6191938, 41.1461685], [-8.6178189, 41.1463534], [-8.617693, 41.1463677]]"
